#U1	H	C	F	X	E	A	L	M	B	G	D
61.26	29.8	0.93	3.98	3.02	7.59	6.18	20.82	12.32	11.49	2.61	49.99
61.29	29.93	0.98	3.96	2.99	7.59	6.25	20.92	12.39	11.53	2.61	49.99
61.31	30.09	0.97	4	3.07	7.61	6.23	21.05	12.41	11.58	2.64	49.99
61.34	30.28	0.94	4.02	3.09	7.67	6.28	21.12	12.46	11.71	2.65	49.99
61.36	30.41	0.99	4.01	3.06	7.69	6.37	21.2	12.55	11.77	2.64	49.99
61.39	30.56	1	4.03	3.11	7.69	6.38	21.33	12.58	11.8	2.66	49.99
61.41	30.76	0.97	4.08	3.12	7.74	6.42	21.42	12.6	11.92	2.69	49.99
61.44	30.91	1	4.07	3.1	7.78	6.48	21.49	12.69	11.97	2.67	49.99
61.46	31.05	1.01	4.07	3.15	7.77	6.49	21.61	12.73	12.03	2.68	49.99
61.48	31.24	0.98	4.12	3.18	7.81	6.52	21.71	12.75	12.13	2.72	49.99
61.51	31.41	1.01	4.12	3.15	7.86	6.6	21.77	12.82	12.21	2.71	49.99
61.53	31.52	1.03	4.11	3.19	7.86	6.62	21.88	12.88	12.25	2.71	49.99
61.56	31.7	1.01	4.15	3.24	7.88	6.64	22	12.9	12.35	2.74	49.99
61.58	31.89	1.02	4.18	3.21	7.94	6.71	22.07	12.95	12.44	2.75	49.99
61.61	32.03	1.06	4.15	3.23	7.96	6.75	22.16	13.04	12.47	2.74	49.99
61.63	32.19	1.03	4.19	3.29	7.96	6.75	22.29	13.06	12.56	2.77	49.99
61.66	32.39	1.03	4.23	3.29	8.02	6.82	22.38	13.1	12.67	2.78	49.99
61.68	32.55	1.07	4.21	3.28	8.07	6.88	22.45	13.18	12.71	2.77	49.99
61.7	32.7	1.06	4.22	3.34	8.06	6.88	22.58	13.22	12.77	2.79	49.99
61.73	32.9	1.05	4.29	3.36	8.1	6.93	22.68	13.24	12.88	2.82	49.99
61.75	33.07	1.09	4.27	3.33	8.14	7	22.74	13.32	12.94	2.8	49.99
61.78	33.21	1.1	4.27	3.38	8.13	7.01	22.86	13.37	12.99	2.8	49.99
61.8	33.4	1.07	4.32	3.42	8.15	7.04	22.97	13.39	13.1	2.84	49.99
61.83	33.6	1.1	4.33	3.4	8.21	7.11	23.04	13.46	13.19	2.83	49.99
61.85	33.73	1.12	4.31	3.43	8.22	7.15	23.13	13.54	13.23	2.83	49.99
61.88	33.91	1.1	4.35	3.49	8.23	7.16	23.26	13.55	13.33	2.86	49.99
61.9	34.13	1.1	4.38	3.47	8.28	7.23	23.35	13.6	13.42	2.87	49.99
61.92	34.27	1.13	4.36	3.48	8.31	7.28	23.43	13.68	13.47	2.86	49.99
61.95	34.44	1.12	4.38	3.54	8.3	7.28	23.56	13.71	13.54	2.88	49.99
61.97	34.66	1.11	4.43	3.53	8.36	7.34	23.66	13.75	13.66	2.9	49.99
62	34.83	1.15	4.42	3.53	8.4	7.4	23.73	13.83	13.71	2.89	49.99
62.02	34.98	1.15	4.42	3.58	8.39	7.41	23.85	13.87	13.77	2.9	49.99
62.05	35.19	1.13	4.47	3.61	8.43	7.44	23.96	13.88	13.88	2.93	49.99
62.07	35.38	1.16	4.47	3.58	8.48	7.52	24.02	13.96	13.94	2.92	49.99
62.1	35.52	1.17	4.47	3.62	8.48	7.54	24.13	14.03	13.99	2.92	49.99
62.12	35.72	1.15	4.51	3.67	8.5	7.56	24.26	14.04	14.1	2.96	49.99
62.14	35.93	1.16	4.53	3.64	8.56	7.64	24.33	14.1	14.19	2.96	49.99
62.17	36.08	1.2	4.52	3.66	8.58	7.68	24.43	14.18	14.23	2.94	49.99
62.19	36.28	1.18	4.55	3.73	8.59	7.69	24.56	14.2	14.32	2.97	49.99
62.22	36.51	1.17	4.59	3.71	8.65	7.75	24.66	14.24	14.44	2.99	49.99
62.24	36.68	1.21	4.57	3.71	8.68	7.81	24.74	14.32	14.49	2.98	49.99
62.27	36.85	1.21	4.58	3.77	8.68	7.82	24.88	14.36	14.56	2.99	49.99
62.29	37.08	1.19	4.63	3.78	8.73	7.87	24.99	14.39	14.68	3.02	49.99
62.31	37.27	1.22	4.63	3.76	8.78	7.94	25.06	14.48	14.74	3.02	49.99
62.34	37.42	1.23	4.62	3.82	8.78	7.95	25.17	14.53	14.79	3.02	49.99
62.36	37.63	1.21	4.66	3.85	8.81	7.98	25.28	14.55	14.89	3.05	49.99
62.39	37.85	1.22	4.68	3.83	8.86	8.06	25.36	14.62	14.98	3.05	49.99
62.41	38.01	1.25	4.66	3.86	8.87	8.08	25.47	14.69	15.02	3.04	49.99
62.44	38.22	1.23	4.7	3.91	8.89	8.1	25.61	14.7	15.13	3.07	49.99
62.46	38.45	1.23	4.73	3.89	8.95	8.17	25.7	14.75	15.23	3.09	49.99
62.49	38.62	1.27	4.71	3.89	8.98	8.22	25.79	14.84	15.27	3.07	49.99
62.51	38.82	1.26	4.74	3.96	8.97	8.22	25.93	14.87	15.35	3.09	49.99
62.53	39.06	1.24	4.78	3.96	9.03	8.28	26.03	14.9	15.47	3.12	49.99
62.56	39.25	1.29	4.77	3.95	9.07	8.35	26.11	14.98	15.53	3.1	49.99
62.58	39.43	1.29	4.76	4.01	9.06	8.36	26.23	15.03	15.59	3.11	49.99
62.61	39.66	1.26	4.81	4.03	9.09	8.4	26.35	15.04	15.71	3.14	49.99
62.63	39.87	1.29	4.82	4.01	9.14	8.47	26.43	15.12	15.78	3.14	49.99
62.66	40.04	1.31	4.79	4.06	9.14	8.49	26.54	15.18	15.83	3.13	49.99
62.68	40.26	1.28	4.84	4.09	9.16	8.52	26.67	15.19	15.94	3.16	49.99
62.71	40.5	1.29	4.86	4.07	9.23	8.59	26.75	15.25	16.03	3.17	49.99
62.73	40.68	1.33	4.84	4.1	9.25	8.63	26.86	15.33	16.09	3.16	49.99
62.75	40.88	1.31	4.86	4.16	9.24	8.63	27	15.35	16.18	3.18	49.99
62.78	41.14	1.3	4.9	4.14	9.3	8.7	27.09	15.4	16.3	3.21	49.99
62.8	41.34	1.34	4.88	4.15	9.32	8.76	27.18	15.48	16.35	3.19	49.99
62.83	41.53	1.33	4.89	4.21	9.32	8.77	27.32	15.52	16.42	3.2	49.99
62.85	41.78	1.31	4.93	4.22	9.36	8.82	27.44	15.54	16.54	3.24	49.99
62.88	42	1.35	4.92	4.2	9.42	8.89	27.51	15.62	16.6	3.23	49.99
62.9	42.18	1.36	4.92	4.26	9.41	8.89	27.63	15.68	16.67	3.22	49.99
62.93	42.42	1.33	4.96	4.29	9.43	8.92	27.75	15.7	16.79	3.26	49.99
62.95	42.65	1.36	4.98	4.26	9.49	9	27.83	15.76	16.87	3.25	49.99
62.97	42.84	1.39	4.95	4.3	9.49	9.03	27.93	15.82	16.91	3.23	49.99
63	43.06	1.36	4.99	4.35	9.5	9.04	28.07	15.84	17.02	3.26	49.99
63.02	43.33	1.36	5.02	4.33	9.56	9.12	28.17	15.89	17.12	3.28	49.99
63.05	43.53	1.4	5.01	4.35	9.59	9.16	28.26	15.97	17.18	3.27	49.99
63.07	43.73	1.39	5.03	4.41	9.59	9.17	28.4	16	17.26	3.29	49.99
63.1	44	1.37	5.07	4.4	9.63	9.23	28.51	16.04	17.37	3.31	49.99
63.12	44.23	1.41	5.06	4.4	9.67	9.29	28.59	16.13	17.43	3.3	49.99
63.15	44.42	1.41	5.06	4.46	9.67	9.3	28.72	16.16	17.49	3.31	49.99
63.17	44.67	1.39	5.11	4.47	9.71	9.34	28.84	16.18	17.61	3.34	49.99
63.19	44.9	1.44	5.11	4.45	9.77	9.41	28.92	16.26	17.65	3.33	49.99
63.22	45.1	1.42	5.1	4.53	9.77	9.38	29.03	16.31	17.73	3.33	49.99
63.24	45.34	1.39	5.15	4.52	9.79	9.45	29.17	16.33	17.87	3.36	49.99
63.27	45.6	1.45	5.17	4.49	9.85	9.53	29.26	16.4	17.92	3.37	49.99
63.29	45.8	1.45	5.15	4.57	9.87	9.52	29.35	16.47	17.97	3.35	49.99
63.32	46.03	1.41	5.19	4.59	9.87	9.56	29.49	16.49	18.11	3.37	49.99
63.34	46.31	1.45	5.22	4.55	9.93	9.65	29.59	16.54	18.19	3.4	49.99
63.36	46.54	1.49	5.2	4.6	9.96	9.67	29.69	16.62	18.23	3.38	49.99
63.39	46.76	1.44	5.21	4.66	9.96	9.67	29.82	16.66	18.35	3.39	49.99
63.41	47.01	1.45	5.27	4.61	10.02	9.77	29.94	16.69	18.47	3.42	49.99
63.44	47.21	1.5	5.26	4.65	10.07	9.8	30.02	16.76	18.48	3.41	49.99
63.46	47.41	1.47	5.26	4.72	10.07	9.79	30.15	16.8	18.57	3.41	49.99
63.49	47.65	1.45	5.3	4.69	10.09	9.87	30.28	16.82	18.7	3.44	49.99
63.51	47.83	1.51	5.32	4.68	10.15	9.94	30.35	16.89	18.73	3.45	49.99
63.54	48.01	1.5	5.29	4.76	10.15	9.91	30.47	16.96	18.8	3.44	49.99
63.56	48.21	1.46	5.33	4.75	10.17	9.97	30.61	16.97	18.94	3.46	49.99
63.58	48.39	1.51	5.36	4.72	10.23	10.06	30.72	17.03	19	3.48	49.99
63.61	48.52	1.53	5.34	4.8	10.26	10.03	30.81	17.1	19.04	3.46	49.99
63.63	48.69	1.48	5.36	4.83	10.25	10.05	30.95	17.13	19.18	3.48	49.99
63.66	48.86	1.51	5.4	4.79	10.31	10.15	31.07	17.17	19.27	3.51	49.99
63.68	48.98	1.56	5.39	4.83	10.35	10.17	31.15	17.25	19.31	3.49	49.99
63.71	49.1	1.52	5.39	4.89	10.35	10.16	31.29	17.29	19.42	3.48	49.99
63.73	49.25	1.51	5.43	4.85	10.39	10.25	31.41	17.31	19.55	3.52	49.99
63.76	49.34	1.57	5.43	4.87	10.45	10.31	31.49	17.38	19.59	3.52	49.99
63.78	49.41	1.55	5.42	4.95	10.44	10.29	31.61	17.44	19.67	3.51	49.99
63.8	49.54	1.51	5.46	4.93	10.46	10.36	31.74	17.46	19.81	3.54	49.99
63.83	49.63	1.57	5.48	4.91	10.52	10.44	31.84	17.52	19.86	3.55	49.99
63.85	49.68	1.55	5.46	4.97	10.53	10.42	31.94	17.59	19.94	3.54	49.99
63.88	49.76	1.54	5.49	4.94	10.54	10.5	32.09	17.62	20.06	3.55	49.99
63.9	49.84	1.58	5.53	4.95	10.6	10.54	32.2	17.66	20.11	3.57	49.99
63.93	49.86	1.58	5.51	5.01	10.63	10.55	32.3	17.75	20.19	3.56	49.99
63.95	49.91	1.56	5.52	5.01	10.62	10.61	32.45	17.78	20.32	3.56	49.99
63.98	49.97	1.59	5.56	5.01	10.67	10.68	32.57	17.81	20.38	3.6	49.99
64	49.97	1.6	5.56	5.06	10.71	10.68	32.65	17.89	20.45	3.59	49.99
64.02	49.97	1.57	5.55	5.08	10.7	10.71	32.78	17.94	20.57	3.58	49.99
64.05	49.99	1.59	5.6	5.05	10.72	10.78	32.91	17.96	20.65	3.62	49.99
64.07	49.99	1.6	5.6	5.1	10.78	10.81	33	18.03	20.7	3.62	49.99
64.1	49.99	1.57	5.59	5.14	10.78	10.82	33.11	18.09	20.81	3.61	49.99
64.12	49.99	1.57	5.62	5.11	10.79	10.9	33.26	18.12	20.92	3.63	49.99
64.15	49.99	1.62	5.66	5.13	10.85	10.94	33.36	18.17	20.97	3.65	49.99
64.17	49.99	1.6	5.63	5.19	10.87	10.94	33.47	18.24	21.06	3.63	49.99
64.2	49.99	1.59	5.65	5.18	10.87	11	33.62	18.27	21.19	3.64	49.99
64.22	49.99	1.63	5.7	5.18	10.92	11.06	33.75	18.31	21.25	3.67	49.99
64.24	49.99	1.63	5.69	5.24	10.95	11.06	33.84	18.39	21.33	3.66	49.99
64.27	49.99	1.6	5.69	5.24	10.95	11.14	33.98	18.44	21.44	3.66	49.99
64.29	49.99	1.62	5.74	5.23	10.98	11.22	34.11	18.46	21.52	3.69	49.99
64.32	49.99	1.64	5.74	5.28	11.03	11.22	34.2	18.54	21.57	3.69	49.99
64.34	49.99	1.62	5.73	5.3	11.02	11.25	34.33	18.59	21.69	3.68	49.99
64.37	49.99	1.63	5.77	5.28	11.04	11.32	34.48	18.62	21.78	3.71	49.99
64.39	49.99	1.66	5.79	5.31	11.1	11.35	34.58	18.68	21.83	3.73	49.99
64.41	49.99	1.64	5.77	5.36	11.11	11.35	34.69	18.76	21.93	3.71	49.99
64.44	49.99	1.63	5.8	5.33	11.12	11.43	34.85	18.78	22.04	3.73	49.99
64.46	49.99	1.68	5.83	5.34	11.18	11.48	34.96	18.82	22.09	3.75	49.99
64.49	49.99	1.67	5.82	5.4	11.22	11.48	35.06	18.9	22.17	3.73	49.99
64.51	49.99	1.64	5.82	5.41	11.21	11.53	35.21	18.94	22.29	3.73	49.99
64.54	49.99	1.68	5.87	5.41	11.25	11.6	35.34	18.97	22.36	3.76	49.99
64.56	49.99	1.69	5.86	5.47	11.29	11.6	35.44	19.05	22.42	3.77	49.99
64.59	49.99	1.66	5.85	5.48	11.29	11.64	35.57	19.1	22.54	3.75	49.99
64.61	49.99	1.68	5.89	5.46	11.31	11.71	35.7	19.12	22.61	3.78	49.99
64.63	49.99	1.71	5.91	5.5	11.37	11.72	35.79	19.18	22.66	3.79	49.99
64.66	49.99	1.68	5.89	5.53	11.38	11.73	35.92	19.24	22.77	3.78	49.99
64.68	49.99	1.68	5.92	5.51	11.39	11.81	36.07	19.26	22.87	3.8	49.99
64.71	49.99	1.72	5.95	5.53	11.45	11.85	36.18	19.32	22.91	3.82	49.99
64.73	49.99	1.72	5.93	5.59	11.47	11.85	36.29	19.39	22.99	3.8	49.99
64.76	49.99	1.71	5.95	5.57	11.47	11.91	36.45	19.42	23.11	3.81	49.99
64.78	49.99	1.75	5.99	5.57	11.52	11.96	36.55	19.46	23.15	3.84	49.99
64.81	49.99	1.75	5.97	5.62	11.56	11.96	36.64	19.53	23.21	3.84	49.99
64.83	49.99	1.72	5.97	5.63	11.56	12	36.79	19.58	23.34	3.83	49.99
64.85	49.99	1.75	6.02	5.61	11.59	12.07	36.92	19.6	23.4	3.86	49.99
64.88	49.99	1.77	6.02	5.66	11.66	12.08	37.01	19.67	23.43	3.87	49.99
64.9	49.99	1.74	6	5.68	11.65	12.09	37.13	19.73	23.54	3.83	49.99
64.93	49.99	1.75	6.04	5.66	11.67	12.16	37.28	19.74	23.62	3.85	49.99
64.95	49.99	1.79	6.05	5.69	11.73	12.18	37.38	19.8	23.66	3.87	49.99
64.98	49.99	1.76	6.03	5.73	11.75	12.19	37.5	19.87	23.74	3.85	49.99
65	49.99	1.75	6.06	5.71	11.75	12.25	37.64	19.89	23.84	3.86	49.99
65.03	49.99	1.79	6.09	5.72	11.81	12.3	37.76	19.93	23.88	3.89	49.99
65.05	49.99	1.78	6.08	5.77	11.83	12.29	37.87	20.01	23.95	3.88	49.99
65.07	49.99	1.76	6.08	5.75	11.83	12.34	38.01	20.04	24.05	3.88	49.99
65.1	49.99	1.79	6.13	5.74	11.87	12.39	38.14	20.07	24.1	3.91	49.99
65.12	49.99	1.8	6.12	5.8	11.92	12.38	38.23	20.14	24.15	3.9	49.99
65.15	49.99	1.77	6.11	5.8	11.91	12.4	38.36	20.19	24.25	3.89	49.99
65.17	49.99	1.8	6.15	5.77	11.94	12.47	38.5	20.2	24.31	3.92	49.99
65.2	49.99	1.82	6.17	5.82	12	12.48	38.59	20.26	24.34	3.93	49.99
65.22	49.99	1.79	6.14	5.84	12	12.49	38.69	20.32	24.42	3.91	49.99
65.25	49.99	1.79	6.17	5.82	12	12.55	38.84	20.34	24.5	3.93	49.99
65.27	49.99	1.83	6.2	5.84	12.06	12.58	38.95	20.38	24.53	3.96	49.99
65.29	49.99	1.81	6.17	5.88	12.08	12.57	39.06	20.45	24.59	3.94	49.99
65.32	49.99	1.8	6.19	5.85	12.07	12.62	39.2	20.47	24.7	3.94	49.99
65.34	49.99	1.83	6.23	5.85	12.12	12.65	39.33	20.5	24.73	3.97	49.99
65.37	49.99	1.81	6.21	5.9	12.16	12.65	39.42	20.57	24.78	3.96	49.99
65.39	49.99	1.78	6.21	5.89	12.15	12.68	39.55	20.6	24.88	3.95	49.99
65.42	49.99	1.81	6.24	5.88	12.19	12.73	39.67	20.61	24.93	3.98	49.99
65.44	49.99	1.83	6.25	5.93	12.25	12.72	39.77	20.68	24.96	3.98	49.99
65.47	49.99	1.79	6.23	5.94	12.25	12.73	39.88	20.72	25.05	3.97	49.99
65.49	49.99	1.8	6.27	5.9	12.27	12.79	40.02	20.73	25.11	3.99	49.99
65.51	49.99	1.83	6.28	5.93	12.33	12.8	40.11	20.78	25.13	4	49.99
65.54	49.99	1.8	6.26	5.96	12.33	12.79	40.21	20.84	25.2	3.98	49.99
65.56	49.99	1.8	6.29	5.93	12.34	12.85	40.35	20.85	25.28	4.01	49.99
65.59	49.99	1.83	6.32	5.94	12.4	12.88	40.45	20.88	25.3	4.04	49.99
65.61	49.99	1.82	6.29	5.99	12.43	12.86	40.53	20.94	25.35	4.02	49.99
65.64	49.99	1.8	6.3	5.94	12.43	12.93	40.66	20.96	25.44	4.01	49.99
65.66	49.99	1.85	6.34	5.97	12.48	12.93	40.78	20.97	25.45	4.04	49.99
65.68	49.99	1.82	6.33	6.02	12.52	12.9	40.85	21.03	25.52	4.03	49.99
65.71	49.99	1.79	6.32	5.97	12.51	12.97	40.95	21.06	25.61	4.02	49.99
65.73	49.99	1.85	6.36	5.98	12.54	13	41.07	21.07	25.61	4.04	49.99
65.76	49.99	1.84	6.36	6.05	12.59	12.96	41.14	21.12	25.65	4.05	49.99
65.78	49.99	1.79	6.34	6.01	12.59	13	41.23	21.15	25.75	4.03	49.99
65.81	49.99	1.83	6.37	5.98	12.6	13.06	41.37	21.15	25.78	4.04	49.99
65.83	49.99	1.85	6.39	6.05	12.66	13.02	41.46	21.18	25.8	4.06	49.99
65.86	49.99	1.8	6.37	6.04	12.67	13.04	41.53	21.24	25.9	4.04	49.99
65.88	49.99	1.82	6.38	5.99	12.66	13.11	41.66	21.24	25.95	4.04	49.99
65.9	49.99	1.86	6.41	6.04	12.71	13.1	41.76	21.26	25.94	4.06	49.99
65.93	49.99	1.82	6.39	6.07	12.75	13.07	41.82	21.31	26.03	4.06	49.99
65.95	49.99	1.81	6.39	6.01	12.74	13.14	41.93	21.33	26.11	4.04	49.99
65.98	49.99	1.86	6.42	6.04	12.77	13.15	42.04	21.33	26.1	4.07	49.99
66	49.99	1.83	6.42	6.1	12.82	13.12	42.1	21.38	26.14	4.07	49.99
66.03	49.99	1.81	6.4	6.05	12.81	13.17	42.19	21.4	26.24	4.05	49.99
66.05	49.99	1.86	6.44	6.03	12.82	13.21	42.3	21.4	26.25	4.06	49.99
66.08	49.99	1.87	6.46	6.1	12.87	13.17	42.37	21.43	26.27	4.08	49.99
66.1	49.99	1.82	6.43	6.08	12.87	13.19	42.45	21.47	26.37	4.05	49.99
66.12	49.99	1.85	6.44	6.04	12.86	13.25	42.57	21.46	26.4	4.05	49.99
66.15	49.99	1.88	6.47	6.1	12.91	13.23	42.64	21.47	26.4	4.07	49.99
66.17	49.99	1.83	6.45	6.11	12.93	13.23	42.7	21.52	26.49	4.06	49.99
66.2	49.99	1.83	6.44	6.05	12.9	13.3	42.81	21.52	26.55	4.05	49.99
66.22	49.99	1.88	6.48	6.09	12.93	13.29	42.91	21.53	26.54	4.08	49.99
66.25	49.99	1.85	6.46	6.13	12.96	13.25	42.96	21.57	26.61	4.07	49.99
66.27	49.99	1.82	6.45	6.07	12.94	13.31	43.05	21.58	26.69	4.05	49.99
66.3	49.99	1.87	6.49	6.09	12.94	13.31	43.15	21.56	26.69	4.07	49.99
66.32	49.99	1.84	6.49	6.11	12.98	13.31	43.2	21.6	26.75	4.09	49.99
66.34	49.99	1.84	6.46	6.07	12.98	13.35	43.27	21.63	26.8	4.06	49.99
66.37	49.99	1.87	6.48	6.09	12.97	13.36	43.38	21.62	26.8	4.06	49.99
66.39	49.99	1.85	6.5	6.12	13.01	13.33	43.45	21.63	26.85	4.08	49.99
66.42	49.99	1.83	6.45	6.08	13.02	13.37	43.5	21.67	26.92	4.06	49.99
66.44	49.99	1.86	6.45	6.08	13	13.4	43.6	21.66	26.94	4.05	49.99
66.47	49.99	1.86	6.49	6.13	13.03	13.37	43.69	21.67	26.96	4.08	49.99
66.49	49.99	1.83	6.46	6.1	13.04	13.4	43.74	21.71	27.04	4.07	49.99
66.52	49.99	1.85	6.45	6.08	13.02	13.43	43.84	21.71	27.06	4.05	49.99
66.54	49.99	1.87	6.48	6.13	13.03	13.41	43.93	21.7	27.07	4.07	49.99
66.56	49.99	1.84	6.48	6.12	13.07	13.41	43.97	21.73	27.14	4.07	49.99
66.59	49.99	1.84	6.45	6.08	13.05	13.45	44.05	21.74	27.18	4.05	49.99
66.61	49.99	1.87	6.48	6.11	13.05	13.44	44.15	21.72	27.17	4.06	49.99
66.64	49.99	1.84	6.48	6.13	13.09	13.43	44.21	21.75	27.22	4.07	49.99
66.66	49.99	1.83	6.45	6.09	13.08	13.47	44.27	21.78	27.28	4.04	49.99
66.69	49.99	1.86	6.46	6.1	13.06	13.48	44.37	21.77	27.27	4.04	49.99
66.71	49.99	1.85	6.48	6.14	13.09	13.45	44.44	21.77	27.29	4.07	49.99
66.73	49.99	1.82	6.45	6.1	13.1	13.47	44.48	21.81	27.35	4.05	49.99
66.76	49.99	1.85	6.44	6.09	13.06	13.5	44.58	21.81	27.37	4.04	49.99
66.78	49.99	1.85	6.48	6.12	13.08	13.47	44.67	21.8	27.38	4.06	49.99
66.81	49.99	1.82	6.45	6.11	13.11	13.47	44.71	21.83	27.44	4.06	49.99
66.83	49.99	1.83	6.42	6.08	13.07	13.51	44.79	21.84	27.46	4.03	49.99
66.86	49.99	1.85	6.46	6.12	13.08	13.49	44.88	21.82	27.45	4.04	49.99
66.88	49.99	1.82	6.45	6.13	13.11	13.48	44.92	21.84	27.5	4.05	49.99
66.91	49.99	1.81	6.42	6.08	13.08	13.51	44.98	21.86	27.54	4.02	49.99
66.93	49.99	1.84	6.43	6.1	13.07	13.51	45.08	21.84	27.53	4.02	49.99
66.95	49.99	1.82	6.44	6.13	13.1	13.47	45.15	21.86	27.56	4.05	49.99
66.98	49.99	1.8	6.41	6.08	13.1	13.5	45.2	21.88	27.61	4.03	49.99
67	49.99	1.83	6.41	6.07	13.05	13.52	45.3	21.86	27.6	4.02	49.99
67.03	49.99	1.83	6.44	6.11	13.08	13.48	45.37	21.87	27.62	4.04	49.99
67.05	49.99	1.79	6.41	6.08	13.09	13.48	45.41	21.9	27.67	4.03	49.99
67.08	49.99	1.81	6.41	6.06	13.06	13.51	45.49	21.89	27.68	4	49.99
67.1	49.99	1.83	6.44	6.1	13.06	13.48	45.58	21.87	27.67	4.02	49.99
67.13	49.99	1.79	6.42	6.09	13.1	13.46	45.61	21.9	27.72	4.03	49.99
67.15	49.99	1.79	6.39	6.05	13.07	13.5	45.66	21.91	27.74	4	49.99
67.17	49.99	1.82	6.41	6.07	13.05	13.48	45.75	21.89	27.71	4	49.99
67.2	49.99	1.8	6.42	6.08	13.09	13.46	45.8	21.91	27.75	4.02	49.99
67.22	49.99	1.78	6.38	6.04	13.07	13.49	45.85	21.93	27.79	4	49.99
67.25	49.99	1.81	6.39	6.05	13.04	13.48	45.94	21.91	27.77	3.98	49.99
67.27	49.99	1.81	6.41	6.08	13.07	13.44	46	21.91	27.78	4.01	49.99
67.3	49.99	1.78	6.38	6.03	13.07	13.46	46.03	21.93	27.82	3.99	49.99
67.32	49.99	1.8	6.37	6.02	13.05	13.48	46.1	21.91	27.82	3.97	49.99
67.35	49.99	1.81	6.39	6.06	13.06	13.43	46.17	21.9	27.81	3.99	49.99
67.37	49.99	1.78	6.38	6.03	13.07	13.43	46.19	21.93	27.86	3.99	49.99
67.39	49.99	1.79	6.35	6	13.04	13.46	46.25	21.92	27.86	3.97	49.99
67.42	49.99	1.8	6.38	6.03	13.04	13.42	46.33	21.89	27.82	3.97	49.99
67.44	49.99	1.77	6.38	6.03	13.07	13.4	46.35	21.91	27.86	3.98	49.99
67.47	49.99	1.77	6.34	5.98	13.04	13.46	46.39	21.92	27.87	3.95	49.99
67.49	49.99	1.8	6.37	6	13.03	13.44	46.48	21.89	27.85	3.95	49.99
67.52	49.99	1.78	6.38	6.01	13.05	13.4	46.53	21.89	27.87	3.97	49.99
67.54	49.99	1.76	6.34	5.97	13.06	13.42	46.55	21.91	27.91	3.95	49.99
67.57	49.99	1.78	6.34	5.96	13.02	13.43	46.62	21.88	27.89	3.93	49.99
67.59	49.99	1.78	6.37	6	13.04	13.38	46.67	21.87	27.89	3.95	49.99
67.61	49.99	1.75	6.34	5.96	13.04	13.39	46.69	21.88	27.92	3.94	49.99
67.64	49.99	1.76	6.32	5.94	13.01	13.4	46.75	21.87	27.91	3.91	49.99
67.66	49.99	1.78	6.35	5.97	13.02	13.36	46.81	21.85	27.89	3.92	49.99
67.69	49.99	1.75	6.34	5.96	13.03	13.34	46.82	21.86	27.93	3.93	49.99
67.71	49.99	1.74	6.3	5.91	13	13.37	46.85	21.86	27.94	3.9	49.99
67.74	49.99	1.77	6.32	5.94	12.98	13.34	46.92	21.82	27.9	3.91	49.99
67.76	49.99	1.74	6.33	5.94	13	13.3	46.94	21.83	27.93	3.92	49.99
67.78	49.99	1.73	6.29	5.89	12.98	13.33	46.97	21.84	27.95	3.89	49.99
67.81	49.99	1.76	6.3	5.9	12.95	13.32	47.04	21.8	27.91	3.88	49.99
67.83	49.99	1.74	6.32	5.92	12.97	13.27	47.08	21.78	27.92	3.9	49.99
67.86	49.99	1.71	6.28	5.87	12.97	13.28	47.08	21.8	27.96	3.88	49.99
67.88	49.99	1.74	6.27	5.85	12.93	13.29	47.13	21.76	27.94	3.86	49.99
67.91	49.99	1.74	6.29	5.89	12.93	13.24	47.19	21.74	27.91	3.88	49.99
67.93	49.99	1.7	6.27	5.86	12.94	13.23	47.2	21.75	27.95	3.88	49.99
67.96	49.99	1.71	6.24	5.82	12.9	13.25	47.23	21.74	27.95	3.85	49.99
67.98	49.99	1.74	6.26	5.85	12.88	13.21	47.29	21.7	27.91	3.85	49.99
68	49.99	1.7	6.25	5.84	12.91	13.18	47.3	21.7	27.94	3.86	49.99
68.03	49.99	1.69	6.21	5.79	12.89	13.21	47.32	21.69	27.96	3.83	49.99
68.05	49.99	1.72	6.21	5.81	12.86	13.18	47.38	21.66	27.93	3.82	49.99
68.08	49.99	1.68	6.22	5.81	12.88	13.15	47.4	21.64	27.97	3.83	49.99
68.1	49.99	1.69	6.18	5.75	12.86	13.19	47.41	21.65	27.96	3.81	49.99
68.13	49.99	1.72	6.17	5.8	12.81	13.11	47.47	21.61	27.91	3.79	49.99
68.15	49.99	1.68	6.19	5.8	12.82	13.06	47.49	21.59	27.93	3.81	49.99
68.18	49.99	1.66	6.16	5.72	12.82	13.1	47.49	21.6	27.96	3.8	49.99
68.2	49.99	1.71	6.13	5.74	12.77	13.07	47.53	21.55	27.9	3.77	49.99
68.22	49.99	1.69	6.16	5.77	12.78	13.01	47.59	21.52	27.91	3.78	49.99
68.25	49.99	1.65	6.13	5.72	12.79	13.03	47.59	21.53	27.95	3.79	49.99
68.27	49.99	1.69	6.09	5.72	12.75	13.04	47.61	21.51	27.9	3.75	49.99
68.3	49.99	1.7	6.11	5.77	12.72	12.97	47.67	21.47	27.87	3.75	49.99
68.32	49.99	1.64	6.11	5.72	12.74	12.97	47.68	21.46	27.93	3.76	49.99
68.35	49.99	1.66	6.06	5.67	12.73	13	47.69	21.46	27.9	3.74	49.99
68.37	49.99	1.69	6.06	5.73	12.69	12.94	47.74	21.42	27.85	3.72	49.99
